date,value
2024-03-08,0.3855914580559807
2024-03-09,0.3677538951617162
2024-03-10,0.3476139983364876
2024-03-11,0.318583202808822
2024-03-12,0.3607741442327288
2024-03-14,0.3195702592126104
2024-03-15,0.3505726323197414
2024-03-16,0.35943044459274365
2024-03-17,0.3682882568657459
2024-03-18,0.36934636553833
2024-03-19,0.3704044742109141
2024-03-20,0.3731388374232277
2024-03-21,0.3687659833050579
2024-03-22,0.35782418189242
2024-03-24,0.3401856664263727
2024-03-25,0.3287125308925986
2024-03-26,0.3322519516845383
2024-03-27,0.3371556613384167
2024-03-28,0.342059370992295
2024-03-29,0.340379617805072
2024-03-30,0.3463873865911317
2024-03-31,0.36264313627037714
2024-04-01,0.3788988859496225
2024-04-02,0.3727099912747552
2024-04-03,0.3430579427299675
2024-04-04,0.341957315475475
2024-04-05,0.3538981316428692
2024-04-06,0.3286513061447618
2024-04-07,0.3330370419209833
2024-04-08,0.3411942311988534
2024-04-09,0.3299232811378582
2024-04-10,0.3471181322559006
2024-04-11,0.3401453514756501
2024-04-12,0.3540397611981384
2024-04-13,0.3673576560323021
2024-04-14,0.3488694765452906
2024-04-15,0.3662203257843657
2024-04-16,0.3557424992634607
2024-04-17,0.3541330313678118
2024-04-18,0.3438573056078723
2024-04-19,0.3503217667246734
2024-04-20,0.3362559174260998
2024-04-21,0.332704550974836
2024-04-22,0.3433997099990191
2024-04-23,0.3547032519672375
2024-04-24,0.3570310720319744
2024-04-25,0.3574521224375874
2024-04-26,0.3578731728432004
2024-04-27,0.3572979766659712
2024-04-28,0.3455250173890901
2024-04-29,0.3703324867371327
2024-04-30,0.3329892083295538
2024-05-01,0.3322093341440291
2024-05-02,0.5283241607941821
2024-05-03,0.5183241607941821
2024-05-04,0.5874745836168225
2024-05-05,0.656625006439463
2024-05-07,0.3620829282800172
2024-05-08,0.3554469200403543
2024-05-09,0.3863804688481522
2024-05-10,0.3505264460020564
2024-05-11,0.3599375424555926
2024-05-12,0.3559395014989614
2024-05-13,0.3465996307281077
2024-05-14,0.335314323726593
2024-05-15,0.3337164708021462
2024-05-16,0.3369691995094517
2024-05-17,0.3398751319518869
2024-05-18,0.3579170189612012
2024-05-19,0.3777380835193629
2024-05-20,0.35603344237329
2024-05-21,0.3510437057090996
2024-05-22,0.363382999315303
2024-05-23,0.3860942272446748
2024-05-24,0.3457706047617332
2024-05-25,0.3627765628951191
2024-05-26,0.3566254287874547
2024-05-27,0.3302610247100198
2024-05-28,0.340912636884829
2024-05-29,0.3545506437312322
2024-05-30,0.4803919980589836
2024-05-31,0.4894882068673301
2024-06-01,0.4926748054139862
2024-06-02,0.4932326079335619
2024-06-03,0.4985000269280509
2024-06-04,0.4906952659347373
2024-06-05,0.4980505115224053
2024-06-06,0.4828973549919136
2024-06-07,0.47252447261010405
2024-06-08,0.4621515902282945
2024-06-09,0.4784004725132939
2024-06-10,0.4844581623914429
2024-06-11,0.4606143236601686
2024-06-12,0.491034331331541
2024-06-13,0.5069751216612292
2024-06-14,0.4888563477003854
2024-06-15,0.5212511907848798
2024-06-16,0.5087320251448397
2024-06-17,0.4939477362435153
2024-06-18,0.4942035253555379
2024-06-19,0.4929421348259884
2024-06-20,0.4813632109727815
2024-06-21,0.4815356832194028
2024-06-22,0.465877776118915
2024-06-23,0.4793663406908984
2024-06-24,0.4691419529069111
2024-06-25,0.4894187139275179
2024-06-26,0.4886137737053785
2024-06-27,0.4955457416612891
2024-06-28,0.5173515390087706
2024-06-29,0.514323051159951
2024-06-30,0.5046374504233262
2024-07-01,0.4806666850295415
2024-07-02,0.4810802300515265
2024-07-04,0.6022491231743009
2024-07-05,0.4989690632807677
2024-07-06,0.4837329917229029
2024-07-07,0.4882417113828855
2024-07-08,0.4906521560575536
2024-07-09,0.5015843347688647
2024-07-10,0.5027205379184079
2024-07-11,0.5118349029484011
2024-07-12,0.4998345622143672
2024-07-13,0.4878342214803333
2024-07-14,0.4750316371060437
2024-07-15,0.4230372181891107
2024-07-16,0.4435077248072883
2024-07-17,0.4639782314254659
2024-07-18,0.4556041638748733
